2015/1/1,星期四,5 ,-4,晴   西北风~西风  微风
2015/10/26,星期一,24,14,小雨  东风~西北风  3-4级
2015/10/27,星期二,19,11,多云  西北风~东北风 3-4级
2015/10/28,星期三,20,12,阴   东风  3-4级
2015/10/29,星期四,18,12,阴~多云    东北风 微风~3-4级
2015/10/30,星期五,18,10,多云  东北风 4-5级~3-4级
2015/10/31,星期六,17,11,多云~阵雨   东北风 3-4级
2015/11/1,星期日,17,8 ,多云~晴    西北风~西风  微风
2015/11/2,星期一,18,8 ,晴   西北风~东风  3-4级
2015/11/3,星期二,20,11,多云  东南风 3-4级
2015/11/4,星期三,21,14,阴   东南风 4-5级
2015/11/5,星期四,23,16,阴~小雨    东风  3-4级
2015/11/6,星期五,26,19,阵雨  东南风~西北风 3-4级
2015/11/7,星期六,17,12,阵雨~小雨   西北风~北风  3-4级
2015/11/8,星期日,13,9 ,阵雨~多云   西北风 3-4级
2015/11/9,星期一,13,8 ,多云  北风  3-4级
2015/11/10,星期二,15,9 ,多云  北风~东风   3-4级
2015/11/11,星期三,16,10,阴   东风  微风
2015/11/12,星期四,16,13,小雨  东风  3-4级
2015/11/13,星期五,16,12,阴   西风  微风
2015/11/14,星期六,17,10,多云  西北风 3-4级
2015/11/15,星期日,18,11,阴~中雨    东风~东北风  微风~4-5级
2015/11/16,星期一,17,13,阴~小雨    北风~东风   3-4级
2015/11/17,星期二,15,12,小雨  东北风 3-4级
2015/11/18,星期三,15,11,小雨~小到中雨 东北风 3-4级
2015/11/19,星期四,14,11,小雨~阴    东风  微风
2015/11/20,星期五,16,11,阴   东风  微风
2015/11/21,星期六,16,13,阴~阵雨    东风  微风
2015/11/22,星期日,17,14,小雨  东风  3-4级
2015/11/23,星期一,16,10,小雨  北风~东北风  3-4级~4-5级
2015/11/24,星期二,11,3 ,小雨~小到中雨 东北风 5-6级~4-5级
2015/11/25,星期三,5 ,0 ,多云~晴    西北风 3-4级
2015/11/26,星期四,3 ,-4,晴   西北风 3-4级~微风
2015/11/27,星期五,5 ,-2,晴~多云    南风  3-4级
2015/11/28,星期六,12,3 ,多云~阴    东南风 3-4级
2015/11/29,星期日,16,6 ,多云~晴    东南风~西北风 微风
2015/11/30,星期一,15,5 ,多云  东风  微风
2015/12/1,星期二,17,10,多云~阴    东南风~西北风 微风~3-4级
2015/12/2,星期三,12,3 ,多云~晴    西北风 4-5级
2015/12/3,星期四,10,0 ,晴   西北风 3-4级~微风
2015/12/4,星期五,9 ,2 ,晴~多云    西风  微风
2015/12/5,星期六,8 ,4 ,阵雨  西风  微风
2015/12/6,星期日,10,2 ,多云  东风  微风
2015/12/7,星期一,12,3 ,晴   东风  微风
2015/12/8,星期二,13,6 ,多云  东风  3-4级
2015/12/9,星期三,12,8 ,小雨  东风  微风
2015/12/10,星期四,12,7 ,阴~多云    西北风~北风  微风
2015/12/11,星期五,10,1 ,多云  北风  3-4级
2015/12/12,星期六,10,2 ,晴~多云    东北风 3-4级
2015/12/13,星期日,9 ,3 ,多云~阴    北风  3-4级
2015/12/14,星期一,10,4 ,阴   西北风~西风  微风
2015/12/15,星期二,10,0 ,多云~晴    西北风 3-4级~4-5级
2015/12/16,星期三,6 ,-3,晴   北风  3-4级
2015/12/17,星期四,5 ,-3,晴   西风  3-4级
2015/12/18,星期五,6 ,-2,多云  东风  3-4级
2015/12/19,星期六,9 ,2 ,阴~小雨    东风  微风
2015/12/20,星期日,8 ,2 ,小雨~阴    西南风~东风  3-4级~微风
2015/12/21,星期一,8 ,0 ,多云~阴    东风  微风
2015/12/22,星期二,11,6 ,阴   东风  3-4级
2015/12/23,星期三,10,7 ,阴~小雨    东北风 3-4级
2015/12/24,星期四,10,4 ,小雨~阴    北风~东北风  微风
2015/12/25,星期五,10,2 ,多云~晴    西风  3-4级
2015/12/26,星期六,14,4 ,晴~多云    西南风 微风
2015/12/27,星期日,9 ,1 ,阴~多云    东北风 4-5级~3-4级
2015/12/28,星期一,6 ,-1,多云  东北风~东风  3-4级
2015/12/29,星期二,9 ,0 ,多云  东风  微风
2015/12/30,星期三,11,0 ,晴   西风  3-4级
2015/12/31,星期四,9 ,-1,晴   北风  3-4级
2016/1/1,星期五,11,2 ,多云  东南风微风   123轻度污染
2016/1/2,星期六,15,7 ,多云~阴    南风3-4级  172中度污染
2016/1/3,星期日,16,7 ,多云~阴    东南风微风   137轻度污染
2016/1/4,星期一,13,7 ,小雨~小到中雨 北风3-4级  228重度污染
2016/1/5,星期二,10,6 ,小雨  东北风微风   42优
2016/1/6,星期三,10,4 ,多云  东北风微风   87良
2016/1/7,星期四,8 ,-1,阴~多云    东北风微风   102轻度污染
2016/1/8,星期五,7 ,0 ,多云~阴    北风微风    108轻度污染
2016/1/9,星期六,9 ,2 ,多云~阴    东南风3-4级 225重度污染
2016/1/10,星期日,11,4 ,小雨  东风微风    180中度污染
2016/1/11,星期一,7 ,1 ,小雨  东北风微风   63良
2016/1/12,星期二,4 ,-1,阴   北风微风    100良
2016/1/13,星期三,5 ,-1,多云  西北风微风   189中度污染
2016/1/14,星期四,7 ,-1,阴   西南风微风   165中度污染
2016/1/15,星期五,9 ,1 ,多云  西风微风    152中度污染
2016/1/16,星期六,10,2 ,阴~小雨    东风微风    129轻度污染
2016/1/17,星期日,10,0 ,小雨~多云   北风微风    247重度污染
2016/1/18,星期一,4 ,-3,多云  西北风微风   137轻度污染
2016/1/19,星期二,3 ,-4,多云  东北风3-4级 117轻度污染
2016/1/20,星期三,5 ,-1,阴~雨夹雪   东北风微风   33优
2016/1/21,星期四,4 ,0 ,雨夹雪 东北风微风   45优
2016/1/22,星期五,7 ,-3,小雨~雨夹雪  东北风微风   120轻度污染
2016/1/23,星期六,-4,-9,多云~阴    西北风微风   65良
2016/1/24,星期日,-5,-9,多云  西北风微风   72良
2016/1/25,星期一,1 ,-7,多云  西风微风    67良
2016/1/26,星期二,5 ,-3,多云  西南风微风   75良
2016/1/27,星期三,9 ,1 ,多云~小雨   东南风微风   104轻度污染
2016/1/28,星期四,6 ,3 ,小雨  东北风微风   104轻度污染
2016/1/29,星期五,7 ,1 ,小雨~雨夹雪  东北风微风   81良
2016/1/30,星期六,7 ,0 ,小雨~阴    东北风微风   78良
2016/1/31,星期日,3 ,-3,雨夹雪~阴   东北风3-4级 83良
2016/2/1,星期一,1 ,-3,阴   北风微风    85良
2016/2/2,星期二,5 ,-3,多云  西风微风    145轻度污染
2016/2/3,星期三,6 ,-1,多云  东风微风    163中度污染
2016/2/4,星期四,8 ,-1,多云  东北风微风   155中度污染
2016/2/5,星期五,9 ,-1,多云  西北风微风   197中度污染
2016/2/6,星期六,6 ,-3,多云  西北风3-4级 91良
2016/2/7,星期日,9 ,-1,多云  西风微风    112轻度污染
2016/2/8,星期一,15,2 ,晴   西风3-4级  213重度污染
2016/2/9,星期二,19,3 ,多云  东南风微风   172中度污染
2016/2/10,星期三,20,7 ,多云~阴    东南风微风   137轻度污染
2016/2/11,星期四,20,11,小雨  东南风微风   58良
2016/2/12,星期五,23,12,小雨  东风微风    155中度污染
2016/2/13,星期六,16,0 ,小雨~阴    西风微风    92良
2016/2/14,星期日,5 ,-3,阴   西北风微风   51良
2016/2/15,星期一,6 ,-2,多云  西风微风    44优
2016/2/16,星期二,9 ,-1,多云  西风微风    54良
2016/2/17,星期三,11,2 ,多云  南风微风    88良
2016/2/18,星期四,15,3 ,多云~阴    西风微风    96良
2016/2/19,星期五,14,2 ,阴~多云    东风微风    153中度污染
2016/2/20,星期六,11,-1,多云~晴    北风3-4级  186中度污染
2016/2/21,星期日,12,2 ,多云~小雨   东南风微风   91良
2016/2/22,星期一,8 ,2 ,小雨~多云   东南风微风   72良
2016/2/23,星期二,11,0 ,多云  东北风微风   163中度污染
2016/2/24,星期三,9 ,0 ,多云  东风微风    94良
2016/2/25,星期四,12,2 ,阴   南风微风    82良
2016/2/26,星期五,16,6 ,阴   西风微风    126轻度污染
2016/2/27,星期六,19,7 ,多云  西南风微风   83良
2016/2/28,星期日,17,0 ,阴   西北风微风   145轻度污染
2016/2/29,星期一,10,-1,多云  北风微风    87良
2016/3/1,星期二,12,3 ,晴~多云    东南风微风   77良
2016/3/2,星期三,19,6 ,多云  东南风微风   159中度污染
2016/3/3,星期四,20,11,阴~多云    东南风微风   194中度污染
2016/3/4,星期五,20,13,小雨~多云   东风微风    189中度污染
2016/3/5,星期六,23,8 ,多云  东北风微风   123轻度污染
2016/3/6,星期日,20,9 ,多云  东风微风    90良
2016/3/7,星期一,23,7 ,多云~小雨   东北风微风   134轻度污染
2016/3/8,星期二,8 ,3 ,中雨~小雨   东北风3-4级 42优
2016/3/9,星期三,8 ,2 ,多云  东北风微风   47优
2016/3/10,星期四,9 ,0 ,多云  北风微风    49优
2016/3/11,星期五,11,2 ,多云  东南风微风   86良
2016/3/12,星期六,14,5 ,阴~多云    东南风微风   104轻度污染
2016/3/13,星期日,16,4 ,阴~多云    北风微风    106轻度污染
2016/3/14,星期一,15,3 ,多云  东风微风    99良
2016/3/15,星期二,15,6 ,阴   东南风微风   99良
2016/3/16,星期三,18,8 ,多云  东风微风    98良
2016/3/17,星期四,17,11,小雨  东南风微风   90良
2016/3/18,星期五,20,11,小雨~多云   东北风微风   122轻度污染
2016/3/19,星期六,19,7 ,雾~多云    东风微风    79良
2016/3/20,星期日,19,5 ,多云  东风微风    90良
2016/3/21,星期一,19,8 ,阴~小雨    东风微风    71良
2016/3/22,星期二,16,9 ,多云~阴    东风3-4级  85良
2016/3/23,星期三,13,4 ,多云  东北风4-5级 60良
2016/3/24,星期四,12,3 ,多云  东北风3-4级 50优
2016/3/25,星期五,15,2 ,多云  东北风微风   66良
2016/3/26,星期六,16,4 ,阴~多云    西北风微风   76良
2016/3/27,星期日,18,7 ,多云  西北风微风   86良
2016/3/28,星期一,20,9 ,多云  西南风3-4级 79良
2016/3/29,星期二,21,13,多云  西南风3-4级 96良
2016/3/30,星期三,22,12,小雨  南风微风    77良
2016/3/31,星期四,19,10,小雨~多云   南风微风    79良
2016/4/1,星期五,24,13,多云  东南风3-4级 85良
2016/4/2,星期六,20,13,小雨~中雨   东南风4-5级 96良
2016/4/3,星期日,14,7 ,小雨~阴    东北风微风   44优
2016/4/4,星期一,19,9 ,多云  东风微风    53良
2016/4/5,星期二,20,11,阴~小雨    东风微风    72良
2016/4/6,星期三,15,11,中雨  东风微风    41优
2016/4/7,星期四,21,11,阴   西北风微风   46优
2016/4/8,星期五,24,12,阴   东南风微风   87良
2016/4/9,星期六,25,12,阴   东南风微风   77良
2016/4/10,星期日,25,10,阴   东风微风    120轻度污染
2016/4/11,星期一,22,12,阴~小雨    东风微风    86良
2016/4/12,星期二,23,15,多云  东南风3-4级 66良
2016/4/13,星期三,27,16,多云  西风微风    98良
2016/4/14,星期四,29,14,阴   东南风微风   124轻度污染
2016/4/15,星期五,27,17,多云~小雨   东南风微风   114轻度污染
2016/4/16,星期六,21,10,小雨~多云   西北风微风   47优
2016/4/17,星期日,21,10,多云~小雨   西北风微风   56良
2016/4/18,星期一,22,10,多云~晴    南风微风    48优
2016/4/19,星期二,24,13,晴~小雨    东南风微风   76良
2016/4/20,星期三,18,15,中雨~小雨   东南风微风   43优
2016/4/21,星期四,26,15,多云  西北风微风   70良
2016/4/22,星期五,28,16,阴~小雨    西南风微风   79良
2016/4/23,星期六,17,13,小雨~多云   东风微风    95良
2016/4/24,星期日,20,11,阴   东风微风    65良
2016/4/25,星期一,22,13,阴   东南风微风   96良
2016/4/26,星期二,17,12,小雨  东北风微风   50优
2016/4/27,星期三,15,11,阵雨~多云   北风3-4级  55良
2016/4/28,星期四,26,9 ,阴~晴 西北风微风   61良
2016/4/29,星期五,27,13,晴   南风微风    99良
2016/4/30,星期六,30,14,晴~阴 南风微风    93良
2016/5/1,星期日,31,19,阴~多云    东南风微风   77良
2016/5/2,星期一,26,15,暴雨~小雨   西南风微风   69良
2016/5/3,星期二,25,12,晴   西风微风    103轻度污染
2016/5/4,星期三,30,19,阴   南风微风    83良
2016/5/5,星期四,28,19,小雨~阴    东南风微风   70良
2016/5/6,星期五,31,14,阴   东北风微风   90良
2016/5/7,星期六,24,14,阴~小雨    东风微风    137轻度污染
2016/5/8,星期日,17,14,阵雨  东风3-4级  47优
2016/5/9,星期一,20,15,阵雨  东风微风    71良
2016/5/10,星期二,20,13,多云~晴    北风3-4级  48优
2016/5/11,星期三,28,14,晴~多云    南风微风    76良
2016/5/12,星期四,30,15,晴~多云    南风微风    85良
2016/5/13,星期五,25,12,多云~小雨   东风微风    61良
2016/5/14,星期六,29,18,阴~小雨    东南风微风   64良
2016/5/15,星期日,18,13,中雨~多云   西北风4-5级 64良
2016/5/16,星期一,25,9 ,晴   南风微风    71良
2016/5/17,星期二,26,9 ,阴   东南风微风   67良
2016/5/18,星期三,27,13,阴   东南风微风   63良
2016/5/19,星期四,28,16,多云~阴    东风微风    88良
2016/5/20,星期五,26,17,小雨  东风微风    59良
2016/5/21,星期六,19,17,中雨~小雨   东北风微风   32优
2016/5/22,星期日,22,17,小雨~阴    东北风微风   29优
2016/5/23,星期一,26,17,阴~小雨    西风微风    53良
2016/5/24,星期二,27,17,阴   南风微风    68良
2016/5/25,星期三,30,21,小雨  东南风微风   83良
2016/5/26,星期四,27,19,小雨  西北风微风   99良
2016/5/27,星期五,22,17,中雨~小雨   东风微风    67良
2016/5/28,星期六,24,19,小雨~阴    东风微风    61良
2016/5/29,星期日,26,16,阴~多云    西北风微风   54良
2016/5/30,星期一,28,19,小雨~多云   东南风微风   85良
2016/5/31,星期二,30,20,小雨  东风微风    130轻度污染
2016/6/1,星期三,21,15,小雨~多云   东北风微风   44优
2016/6/2,星期四,25,18,多云~阵雨   东南风1-2级 57良
2016/6/3,星期五,22,18,小雨  东风1-2级  60良
2016/6/4,星期六,23,16,小雨~多云   西北风1-2级 23优
2016/6/5,星期日,28,17,多云~晴    东风1-2级  41优
2016/6/6,星期一,29,19,小雨  东风1-2级  81良
2016/6/7,星期二,27,19,小雨  东北风1-2级 99良
2016/6/8,星期三,26,18,小雨  东北风1-2级 73良
2016/6/9,星期四,27,19,小雨~阴    东风1-2级  56良
2016/6/10,星期五,30,22,小雨~阴    东南风1-2级 76良
2016/6/11,星期六,32,22,小雨  南风1-2级  94良
2016/6/12,星期日,24,17,小雨~多云   东北风1-2级 68良
2016/6/13,星期一,31,21,小雨~多云   东南风1-2级 56良
2016/6/14,星期二,33,24,多云~小雨   南风1-2级  75良
2016/6/15,星期三,32,22,阴   西风1-2级  70良
2016/6/16,星期四,30,20,多云~晴    南风1-2级  82良
2016/6/17,星期五,32,21,晴   南风1-2级  74良
2016/6/18,星期六,33,25,多云~雷阵雨  南风3-4级  70良
2016/6/19,星期日,33,24,中雨  西南风1-2级 49优
2016/6/20,星期一,32,24,小雨  西南风1-2级 43优
2016/6/21,星期二,31,26,大雨~小雨   西南风1-2级 68良
2016/6/22,星期三,32,26,小雨  西风1-2级  71良
2016/6/23,星期四,32,26,小雨  南风1-2级  69良
2016/6/24,星期五,25,20,小雨  北风1-2级  50优
2016/6/25,星期六,27,18,小雨~多云   西南风1-2级 50优
2016/6/26,星期日,30,20,多云~小雨   东南风1-2级 68良
2016/6/27,星期一,22,19,小雨~阴    东风1-2级  46优
2016/6/28,星期二,25,20,小雨~阴    南风1-2级  66良
2016/6/29,星期三,30,23,小雨  南风1-2级  51良
2016/6/30,星期四,33,25,多云~中雨   西南风3-4级 51良
2016/7/1,星期五,26,23,大雨~大到暴雨 西南风4-5级 30优
2016/7/2,星期六,27,23,小雨~大雨   东南风1-2级 56良
2016/7/3,星期日,25,22,小雨~中雨   东风1-2级  29优
2016/7/4,星期一,27,23,中雨~小雨   南风1-2级  43优
2016/7/5,星期二,26,23,小雨  西风1-2级  54良
2016/7/6,星期三,29,24,中雨~小雨   东南风1-2级 91良
2016/7/7,星期四,31,23,小雨~多云   东南风1-2级 37优
2016/7/8,星期五,31,23,小雨~阴    东风1-2级  52良
2016/7/9,星期六,30,24,小雨~阴    东风1-2级  47优
2016/7/10,星期日,26,23,小雨  东风1-2级  54良
2016/7/11,星期一,30,23,小雨~多云   东风1-2级  72良
2016/7/12,星期二,32,25,小雨~阴    东北风1-2级 77良
2016/7/13,星期三,32,26,小雨  东南风1-2级 105轻度污染
2016/7/14,星期四,31,23,小雨  东风1-2级  81良
2016/7/15,星期五,31,22,小雨  西南风1-2级 69良
2016/7/16,星期六,29,22,阴~多云    西北风1-2级 46优
2016/7/17,星期日,31,24,小雨~晴    东南风1-2级 87良
2016/7/18,星期一,32,25,小雨~阴    东风1-2级  101轻度污染
2016/7/19,星期二,31,26,小雨  东南风1-2级 65良
2016/7/20,星期三,35,27,阴~多云    西南风1-2级 52良
2016/7/21,星期四,36,27,小雨~多云   西南风1-2级 37优
2016/7/22,星期五,34,27,小雨~多云   西南风1-2级 48优
2016/7/23,星期六,37,27,多云~晴    西南风1-2级 56良
2016/7/24,星期日,36,27,多云  东南风1-2级 73良
2016/7/25,星期一,36,27,晴~多云    东南风1-2级 77良
2016/7/26,星期二,38,28,多云~小雨   西南风1-2级 77良
2016/7/27,星期三,35,28,小雨~多云   西风1-2级  91良
2016/7/28,星期四,37,28,小雨~多云   西南风1-2级 70良
2016/7/29,星期五,37,28,多云~小雨   西南风1-2级 84良
2016/7/30,星期六,36,26,小雨~多云   东南风1-2级 104轻度污染
2016/7/31,星期日,35,26,多云~晴    东南风1-2级 54良
2016/8/1,星期一,34,26,多云~阴    东南风1-2级 51良
2016/8/2,星期二,34,27,小雨  东风1-2级  56良
2016/8/3,星期三,30,26,小雨  南风1-2级  48优
2016/8/4,星期四,31,25,中雨~小雨   东风1-2级  62良
2016/8/5,星期五,33,26,小雨~多云   东北风1-2级 51良
2016/8/6,星期六,32,26,小雨~阴    东南风1-2级 54良
2016/8/7,星期日,34,26,小雨~阴    东风1-2级  52良
2016/8/8,星期一,33,26,小雨~多云   东风1-2级  42优
2016/8/9,星期二,34,27,小雨~多云   东风1-2级  39优
2016/8/10,星期三,33,27,小雨~多云   东风1-2级  50优
2016/8/11,星期四,35,26,多云~阴    东风1-2级  52良
2016/8/12,星期五,35,27,小雨~多云   东风1-2级  64良
2016/8/13,星期六,36,27,多云  东南风1-2级 55良
2016/8/14,星期日,35,26,多云  东南风1-2级 64良
2016/8/15,星期一,35,26,多云  东风1-2级  64良
2016/8/16,星期二,35,26,多云  东风1-2级  55良
2016/8/17,星期三,35,26,多云  东风1-2级  52良
2016/8/18,星期四,35,27,多云  东风1-2级  73良
2016/8/19,星期五,37,28,晴   东南风3-4级 69良
2016/8/20,星期六,34,27,雷阵雨~多云  东南风3-4级 76良
2016/8/21,星期日,33,27,雷阵雨~多云  北风3-4级  50优
2016/8/22,星期一,34,26,多云  东风1-2级  58良
2016/8/23,星期二,34,24,多云  东北风1-2级 44优
2016/8/24,星期三,33,25,晴   东风1-2级  50优
2016/8/25,星期四,34,25,多云  东北风3-4级 77良
2016/8/26,星期五,30,23,阵雨~阴    北风4-5级  47优
2016/8/27,星期六,28,22,多云  北风1-2级  46优
2016/8/28,星期日,30,19,晴   北风3-4级  49优
2016/8/29,星期一,31,20,晴   北风3-4级  56良
2016/8/30,星期二,30,21,晴   西北风3-4级 42优
2016/8/31,星期三,31,23,多云  西风4-5级  69良
